_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentimen,data_tweet
778244885,FALSE,finalized,5,8/26/15 16:29,Not Relevant,beware world ablaze sierra leone &amp; guap.
778244886,FALSE,finalized,6,8/28/15 20:08,Not Relevant,Burning Man Ablaze! by Turban Diva http://t.co/hodWosAmWS via @Etsy
778244887,FALSE,finalized,5,8/28/15 18:23,Not Relevant,First night with retainers in. It's quite weird. Better get used to it; I have to wear them every single night for the next year at least.
778244888,FALSE,finalized,5,8/26/15 16:25,Not Relevant,Not a diss song. People will take 1 thing and run with it. Smh it's an eye opener though. He is about 2 set the game ablaze @CyhiThePrynce
778244889,FALSE,finalized,5,8/28/15 19:14,Relevant,Deputies: Man shot before Brighton home set ablaze http://t.co/gWNRhMSO8k
778244890,FALSE,finalized,5,8/26/15 16:25,Relevant,"Man wife get six years jail for setting ablaze niece
http://t.co/eV1ahOUCZA"
778244891,FALSE,finalized,5,09/01/2015 04:37,Relevant,Rape victim dies as she sets herself ablaze: A 16-year-old girl died of burn injuries as she set herself ablaze‰Û_ http://t.co/UK8hNrbOob
778244892,FALSE,finalized,6,8/26/15 16:25,Not Relevant,SANTA CRUZ ‰ÛÓ Head of the St Elizabeth Police Superintendent Lanford Salmon has r ... - http://t.co/vplR5Hka2u http://t.co/SxHW2TNNLf
778244893,FALSE,finalized,5,8/28/15 18:20,Relevant,Police: Arsonist Deliberately Set Black Church In North CarolinaåÊAblaze http://t.co/pcXarbH9An
778244894,FALSE,finalized,5,8/29/15 12:17,Not Relevant,Noches El-Bestia '@Alexis_Sanchez: happy to see my teammates and training hard ?? goodnight gunners.?????? http://t.co/uc4j4jHvGR'
778244895,FALSE,finalized,5,8/26/15 16:31,Relevant,#Kurds trampling on Turkmen flag later set it ablaze while others vandalized offices of Turkmen Front in #Diyala http://t.co/4IzFdYC3cg
778244896,FALSE,finalized,5,8/29/15 12:57,Relevant,TRUCK ABLAZE : R21. VOORTREKKER AVE. OUTSIDE OR TAMBO INTL. CARGO SECTION. http://t.co/8kscqKfKkF
778244897,FALSE,finalized,5,8/28/15 19:14,Not Relevant,Set our hearts ablaze and every city was a gift And every skyline was like a kiss upon the lips @‰Û_ https://t.co/cYoMPZ1A0Z
778244898,FALSE,finalized,5,8/26/15 16:25,Not Relevant,They sky was ablaze tonight in Los Angeles. I'm expecting IG and FB to be filled with sunset shots if I know my peeps!!
778244899,FALSE,finalized,5,8/28/15 18:23,Relevant,How the West was burned: Thousands of wildfires ablaze in #California alone http://t.co/iCSjGZ9tE1 #climate #energy http://t.co/9FxmN0l0Bd
778244900,FALSE,finalized,5,8/26/15 17:19,Not Relevant,SETTING MYSELF ABLAZE http://t.co/6vMe7P5XhC
778244901,FALSE,finalized,5,8/30/15 8:08,Not Relevant,Revel in yours wmv videos by means of mac farewell ablaze wmv en route to dvd: GtxRWm
778244902,FALSE,finalized,5,8/31/15 7:24,Not Relevant,"Progressive greetings!

In about a month students would have set their pens ablaze in The Torch Publications'... http://t.co/9FxPiXQuJt"
778244903,FALSE,finalized,5,8/26/15 17:19,Not Relevant,@CTVToronto the bins in front of the field by my house wer set ablaze the other day flames went rite up the hydro pole wonder if it was him
778244904,FALSE,finalized,5,8/28/15 19:14,Not Relevant,#nowplaying Alfons - Ablaze 2015 on Puls Radio #pulsradio http://t.co/aA5BJgWfDv
778244905,FALSE,finalized,5,8/28/15 18:20,Not Relevant,Rene Ablaze &amp; Jacinta - Secret 2k13 (Fallen Skies Edit) - Mar 30 2013  https://t.co/7MLMsUzV1Z
778244906,FALSE,finalized,5,8/26/15 16:29,Not Relevant,'Burning Rahm': Let's hope City Hall builds a giant wooden mayoral effigy 100 feet tall &amp; sets it ablaze. http://t.co/kFo2mksn6Y @John_Kass
778244907,FALSE,finalized,5,8/29/15 22:02,Relevant,@Navista7 Steve these fires out here are something else! California is a tinderbox - and this clown was setting my 'hood ablaze @News24680
778244908,FALSE,finalized,5,8/31/15 5:05,Not Relevant,#NowPlaying: Rene Ablaze &amp; Ian Buff - Magnitude http://t.co/Av2JSjfFtc  #EDM
778244909,FALSE,finalized,5,8/30/15 19:39,Relevant,@nxwestmidlands huge fire at Wholesale markets ablaze http://t.co/rwzbFVNXER
778244910,FALSE,finalized,5,8/28/15 18:20,Not Relevant,@PhilippaEilhart @DhuBlath hurt but her eyes ablaze with insulted anger.
778244911,FALSE,finalized,5,8/29/15 11:42,Not Relevant,@ablaze what time does your talk go until? I don't know if I can make it due to work.
778244912,FALSE,finalized,6,8/26/15 16:25,Not Relevant,'I can't have kids cuz I got in a bicycle accident &amp; split my testicles. it's impossible for me to have kids' MICHAEL YOU ARE THE FATHER
778244913,FALSE,finalized,5,09/01/2015 14:07,Relevant,Accident on I-24 W #NashvilleTraffic. Traffic moving 8m slower than usual. https://t.co/0GHk693EgJ
778244914,FALSE,finalized,5,8/28/15 19:25,Relevant,Accident center lane blocked in #SantaClara on US-101 NB before Great America Pkwy #BayArea #Traffic http://t.co/pmlOhZuRWR
778244915,FALSE,finalized,5,8/28/15 19:14,Relevant,Accident cleared in #PaTurnpike on PATP EB between PA-18 and Cranberry slow back to #traffic http://t.co/SL0Oqn0Vyr
778244916,FALSE,finalized,5,8/26/15 16:00,Not Relevant,http://t.co/GKYe6gjTk5 Had a #personalinjury accident this summer? Read our advice &amp; see how a #solicitor can help #OtleyHour
778244917,FALSE,finalized,5,8/26/15 16:00,Not Relevant,Just got to love burning your self on a damn curling wand... I swear someone needs to take it away from me cuase I'm just accident prone.
778244918,FALSE,finalized,5,8/26/15 17:19,Not Relevant,#stlouis #caraccidentlawyer Speeding Among Top Causes of Teen Accidents https://t.co/k4zoMOF319 https://t.co/S2kXVM0cBA Car Accident tee‰Û_
778244919,FALSE,finalized,5,8/31/15 6:59,Not Relevant,I hate badging shit in accident
778244920,FALSE,finalized,5,8/28/15 18:20,Relevant,Reported motor vehicle accident in Curry on Herman Rd near Stephenson involving an overturned vehicle. Please use... http://t.co/YbJezKuRW1
778244921,FALSE,finalized,6,8/26/15 16:25,Relevant,BigRigRadio Live Accident Awareness
778244922,FALSE,finalized,5,8/26/15 17:19,Not Relevant,#3: Car Recorder ZeroEdgeå¨ Dual-lens Car Camera Vehicle Traffic/Driving History/Accident Camcorder  Large Re... http://t.co/kKFaSJv6Cj
778244923,FALSE,finalized,5,8/28/15 18:23,Relevant,I-77 Mile Marker 31 South Mooresville  Iredell Vehicle Accident Ramp Closed at 8/6 1:18 PM
778244924,FALSE,finalized,5,8/28/15 19:14,Not Relevant,Coincidence Or #Curse? Still #Unresolved Secrets From Past http://t.co/7VG8Df9pLE #accident
778244925,FALSE,finalized,5,09/01/2015 14:11,Not Relevant,RT @SleepJunkies: Sleeping pills double your risk of a car accident http://t.co/7s9Nm1fiCT
778244926,FALSE,finalized,5,09/01/2015 04:07,Not Relevant,'By accident' they knew what was gon happen https://t.co/Ysxun5vCeh
778244927,FALSE,finalized,5,8/26/15 15:56,Relevant,@Traffic_SouthE @roadpol_east Accident on A27 near Lewes is it Kingston Roundabout rather than A283
778244928,FALSE,finalized,5,8/28/15 18:20,Relevant,Traffic accident N CABRILLO HWY/MAGELLAN AV MIR (08/06/15 11:03:58)
778244929,FALSE,finalized,5,8/28/15 18:20,Relevant,I-77 Mile Marker 31 to 40 South Mooresville  Iredell Vehicle Accident Congestion at 8/6 1:18 PM
778244930,FALSE,finalized,6,8/26/15 16:25,Relevant,the pastor was not in the scene of the accident......who was the owner of the range rover ?
778244931,FALSE,finalized,5,09/01/2015 13:17,Not Relevant,@sakuma_en If you pretend to feel a certain way the feeling can become genuine all by accident. -Hei (Darker than Black) #manga #anime
778244932,FALSE,finalized,5,8/28/15 18:23,Not Relevant,For Legal and Medical Referral Service @1800_Injured Call us at: 1-800-465-87332 #accident #slipandfall #dogbite
778244933,FALSE,finalized,5,8/26/15 16:29,Not Relevant,"mom: 'we didn't get home as fast as we wished' 
me: 'why is that?'
mom: 'there was an accident and some truck spilt mayonnaise all over ??????"
778244934,FALSE,finalized,5,8/26/15 16:26,Relevant,I was in a horrible car accident this past Sunday. I'm finally able to get around. Thank you GOD??
778244935,FALSE,finalized,5,8/26/15 17:19,Not Relevant,Can wait to see how pissed Donnie is when I tell him I was in ANOTHER accident??
778244936,FALSE,finalized,5,8/28/15 18:20,Relevant,#TruckCrash Overturns On #FortWorth Interstate http://t.co/Rs22LJ4qFp Click here if you've been in a crash&gt;http://t.co/Ld0unIYw4k
778244937,FALSE,finalized,5,8/28/15 18:20,Relevant,Accident in #Ashville on US 23 SB before SR 752 #traffic http://t.co/hylMo0WgFI
778244938,FALSE,finalized,5,8/26/15 16:25,Not Relevant,There's a construction guy working on the Disney store and he has huge gauges in his ears ?? ...that is a bloody accident waiting to happen
778244939,FALSE,finalized,5,8/28/15 19:14,Not Relevant,@RobynJilllian @WlSDOMTEETHS I feel like I'm going to do it on accident. Teesha is gonna come out??
778244940,FALSE,finalized,5,8/26/15 17:19,Relevant,On the #M42 northbound between junctions J3 and J3A there are currently delays of 10 mins due to an accident c... http://t.co/LwI3prBa31
778244941,FALSE,finalized,5,8/28/15 19:25,Not Relevant,@DaveOshry @Soembie So if I say that I met her by accident this week- would you be super jelly Dave? :p
778244942,FALSE,finalized,5,8/29/15 13:04,Relevant,Carolina accident: Motorcyclist Dies in I-540 Crash With Car That Crossed Median: A motorcycle rider traveling... http://t.co/p18lzRlmy6
778244943,FALSE,finalized,5,8/26/15 17:19,Relevant,ACCIDENT - HIT AND RUN - COLD at 500 BLOCK OF SE VISTA TER GRESHAM OR [Gresham Police #PG15000044357] 10:35 #pdx911
778244944,FALSE,finalized,5,8/26/15 16:29,Relevant,FYI CAD:FYI: ;ACCIDENT PROPERTY DAMAGE;NHS;999 PINER RD/HORNDALE DR
778244945,FALSE,finalized,5,8/29/15 10:39,Relevant,RT nAAYf: First accident in years. Turning onto Chandanee Magu from near MMA. Taxi rammed into me while I was halfway turned. Everyone conf‰Û_
778244946,FALSE,finalized,5,8/28/15 20:01,Relevant,Accident left lane blocked in #Manchester on Rt 293 NB before Eddy Rd stop and go traffic back to NH-3A delay of 4 mins #traffic
778244947,FALSE,finalized,5,8/26/15 16:31,Relevant,;ACCIDENT PROPERTY DAMAGE; PINER RD/HORNDALE DR
778244948,FALSE,finalized,5,8/26/15 16:25,Not Relevant,???? it was an accident http://t.co/Oia5fxi4gM
778244949,FALSE,finalized,5,8/29/15 21:39,Relevant,FYI CAD:FYI: ;ACCIDENT PROPERTY DAMAGE;WPD;1600 S 17TH ST
778244950,FALSE,finalized,5,8/26/15 16:25,Relevant,8/6/2015@2:09 PM: TRAFFIC ACCIDENT NO INJURY at 2781 WILLIS FOREMAN RD http://t.co/VCkIT6EDEv
778244951,FALSE,finalized,6,8/26/15 16:25,Relevant,Aashiqui Actress Anu Aggarwal On Her Near-Fatal Accident http://t.co/6Otfp31LqW
778244952,FALSE,finalized,5,8/26/15 16:29,Relevant,Suffield Alberta Accident https://t.co/bPTmlF4P10
778244953,FALSE,finalized,5,09/01/2015 19:52,Relevant,9 Mile backup on I-77 South...accident blocking the Right 2 Lanes at Exit 31 Langtree Rd...consider NC 115 or NC 150 to NC 16 as alternate
778244954,FALSE,finalized,5,8/26/15 16:25,Not Relevant,Has an accident changed your life? We will help you determine options that can financially support life care plans and on-going treatment.
778244955,FALSE,finalized,5,8/26/15 16:31,Relevant,#BREAKING: there was a deadly motorcycle car accident that happened to #Hagerstown today. I'll have more details at 5 @Your4State. #WHAG
778244956,FALSE,finalized,5,8/31/15 9:26,Not Relevant,@Calum5SOS this happened on accident but I like it http://t.co/QHmXuljSX9
778244957,FALSE,finalized,5,8/28/15 18:20,Not Relevant,@flowri were you marinading it or was it an accident?
778244958,FALSE,finalized,5,8/26/15 16:27,Not Relevant,Please donate and spread the word! A training accident left the pole-vaulter Kira GrÌ_nberg a paraplegic http://t.co/6MpnyCl8PK
778244959,FALSE,finalized,5,8/31/15 18:43,Relevant,only had a car for not even a week and got in a fucking car accident .. Mfs can't fucking drive .
778244960,FALSE,finalized,5,09/01/2015 18:14,Relevant,.@NorwayMFA #Bahrain police had previously died in a road accident they were not killed by explosion https://t.co/gFJfgTodad
778244961,FALSE,finalized,5,8/26/15 17:19,Not Relevant,I still have not heard Church Leaders of Kenya coming forward to comment on the accident issue and disciplinary measures#ArrestPastorNganga
778244962,FALSE,finalized,5,8/29/15 4:47,Not Relevant,@afterShock_DeLo scuf ps live and the game... cya
778244963,FALSE,finalized,5,8/28/15 18:20,Not Relevant,Please like and share our new page for our Indoor Trampoline Park Aftershock opening this fall!! http://t.co/UgXhHErrxS
778244964,FALSE,finalized,5,8/28/15 19:14,Not Relevant,@bxckylynch foi no ROH Aftershock: Las Vegas procura no pirate bay que tem
778244965,FALSE,finalized,5,8/28/15 18:20,Not Relevant,"'The man who can drive himself further once the effort gets painful is the man who will win.' 
Roger Bannister"
778244966,FALSE,finalized,5,8/29/15 10:45,Not Relevant,"Schoolboy ‰ÛÒ Aftershock (Original Mix)
Excision &amp; Skism ‰ÛÒ SEXisM (Far Too Loud Remix)
Firebeatz Schella ‰ÛÒ Dear New... http://t.co/JQLzUA6YzQ"
778244967,FALSE,finalized,5,8/26/15 16:00,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/yNXnvVKCDA | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/weQPesENku
778244968,FALSE,finalized,5,8/28/15 18:20,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/83jOO0xk29
778244969,FALSE,finalized,5,8/29/15 9:53,Not Relevant,'There is no victory at bargain basement prices.' Dwight David Eisenhower
778244970,FALSE,finalized,5,8/26/15 16:00,Relevant,'When the aftershock happened (Nepal) we were the last int'l team still there; in a way we were 1st responders.' Chief Collins @LACo_FD
778244971,FALSE,finalized,5,8/26/15 16:29,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/gRPeF7yAWG | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/GGmvzT58vE
778244972,FALSE,finalized,5,8/28/15 19:25,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/vAM5POdGyw | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/zEVakJaPcz
778244973,FALSE,finalized,5,09/01/2015 18:15,Not Relevant,'Nobody remembers who came in second.' Charles Schulz
778244974,FALSE,finalized,5,8/28/15 18:20,Not Relevant,@afterShock_DeLo im speaking from someone that is using a scuf on xb1 most of them people will end up getting on for ps also.
778244975,FALSE,finalized,5,8/26/15 16:29,Not Relevant,'The harder the conflict the more glorious the triumph.' Thomas Paine
778244976,FALSE,finalized,5,8/26/15 16:29,Not Relevant,#GrowingUpSpoiled going clay pigeon shooting and crying because of the 'aftershock'
778244977,FALSE,finalized,5,8/31/15 9:26,Not Relevant,So i guess no one actually wants any free Aftershock TC.....
778244978,FALSE,finalized,5,8/29/15 9:19,Not Relevant,Aftershock was the most terrifying best roller coaster I've ever been on. *DISCLAIMER* I've been on very few.
778244979,FALSE,finalized,6,8/26/15 16:26,Not Relevant,Aftershock https://t.co/xMWODFMtUI
778244980,FALSE,finalized,5,8/28/15 18:20,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/M4JDZMGJoW | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/n0uhAsfkBv
778244981,FALSE,finalized,5,8/26/15 15:56,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/vAM5POdGyw | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/zEVakJaPcz
778244982,FALSE,finalized,5,8/26/15 16:00,Not Relevant,Stop saying 'I Wish' and start saying 'I Will'. ‰ÛÒ Unknown
778244983,FALSE,finalized,5,8/26/15 16:27,Not Relevant,I want to go to Aftershock in October because it has all the bands I listen to and #NXT! Can't afford it yet though. #gradschoolapps
778244984,FALSE,finalized,5,09/01/2015 16:49,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/e14EPzhotH | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/22a9D5DO6q
778244985,FALSE,finalized,5,8/31/15 7:15,Relevant,'We are still living in the aftershock of Hiroshima people are still the scars of history.' - Edward Bond http://t.co/engTl5wrGp
778244986,FALSE,finalized,5,8/29/15 12:52,Not Relevant,@KJForDays I'm seeing them and Issues at aftershock ??
778244987,FALSE,finalized,5,8/28/15 18:20,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/83jOO0xk29
778244988,FALSE,finalized,5,8/28/15 19:25,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/83jOO0xk29
778244989,FALSE,finalized,5,8/30/15 8:33,Not Relevant,#WisdomWed BONUS - 5 Minute Daily Habits that could really improve your life. How many do you already do? #lifehacks http://t.co/TBm9FQb8cW
778244990,FALSE,finalized,5,8/30/15 8:11,Not Relevant,Aftershock: Protect Yourself and Profit in the Next Global Financial Meltdown by David Wiedemer http http://t.co/WZTz4hgMVq
778244991,FALSE,finalized,5,8/26/15 16:25,Not Relevant,That moment when you get on a scary roller coaster and the guy behind you is just screaming bloody murder ?????? #silverwood #aftershock
778244992,FALSE,finalized,5,8/30/15 1:27,Not Relevant,Aftershock ‰ã¢ (2010) Full‰ã¢ Streaming - YouTube http://t.co/vVE3UsesGf
778244993,FALSE,finalized,5,8/26/15 16:23,Not Relevant,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #Ices‰Û_ http://t.co/83jOO0xk29
778244994,FALSE,finalized,5,8/28/15 18:23,Not Relevant,"&gt;&gt; $15 Aftershock : Protect Yourself and Profit in the Next Global Financial... ##book http://t.co/f6ntUc734Z
@esquireattire"
778244995,FALSE,finalized,6,8/26/15 17:19,Not Relevant,Aftershock https://t.co/Ecy4U623nO
778244996,FALSE,finalized,5,09/01/2015 17:24,Not Relevant,Sometimes you face difficulties not because you're doing something wrong but because you're doing something right. - Joel Osteen
778244997,FALSE,finalized,5,09/01/2015 14:15,Not Relevant,'There is no victory at bargain basement prices.' Dwight David Eisenhower
778244998,FALSE,finalized,5,8/26/15 17:19,Not Relevant,'The only thing that stands between you and your dream is the will to try and the belief that it is actually possible.' - Joel Brown
778244999,FALSE,finalized,5,8/28/15 18:25,Not Relevant,Praise God that we have ministry that tells it like it is!!! #now #wdyouth #biblestudy https://t.co/UjK0e5GBcC
778245000,FALSE,finalized,5,8/28/15 18:23,Not Relevant,'Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose.' ‰ÛÒ Steve Jobs
778245001,FALSE,finalized,5,8/29/15 22:07,Not Relevant,Tried orange aftershock today. My life will never be the same
778245002,FALSE,finalized,5,09/01/2015 13:13,Not Relevant,Bo2 had by far the best competitive maps imo hope bo3 is the same #InVahnWeTrust
778245003,FALSE,finalized,5,8/28/15 18:23,Not Relevant,@OnFireAnders I love you bb
778245004,FALSE,finalized,5,8/28/15 18:20,Not Relevant,Brass and Copper in Cataclysm &amp; AfterShock!!! http://t.co/uxYZyaygTy
778245005,FALSE,finalized,5,8/31/15 13:34,Not Relevant,@JadeForMKX You should be happy I don't use Aftershock. That variation counters your play style hard.
778245006,FALSE,finalized,6,8/26/15 16:25,Not Relevant,Aftershock https://t.co/jV8ppKhJY7
778245007,FALSE,finalized,5,8/28/15 18:23,Not Relevant,Aftershock back to school kick off was great. I want to thank everyone for making it possible. What a great night.
778245008,FALSE,finalized,5,8/28/15 19:14,Not Relevant,Aftershock https://t.co/38Nhq9moEf
778245009,FALSE,finalized,5,8/30/15 8:08,Not Relevant,People who say it cannot be done should not interrupt those who are doing it. ‰ÛÒ George Bernard Shaw
778245010,FALSE,finalized,5,8/26/15 16:29,Not Relevant,'The first man gets the oyster the second man gets the shell.' Andrew Carnegie
